Name E(MP2/CBS) E(HF/aDZ) E(HF/aDZ-ACP_Comp)
S66by10_55_1.1_dimer -347.4410507303 -345.7924354900 -347.44120984
S66by10_55_1.25_dimer -347.4391854507 -345.7925454800 -347.43898584
S66by10_56_0.7_dimer -327.5484669272 -325.9156431200 -327.55073892
S66by10_56_0.8_dimer -327.5646210629 -325.9423413100 -327.56647638
S66by10_56_0.95_dimer -327.5701862290 -325.9568084400 -327.57165611
S66by10_56_0.9_dimer -327.5695943047 -325.9539270900 -327.57117215
S66by10_56_1.05_dimer -327.5697756334 -325.9596344200 -327.57094194
S66by10_56_1.0_dimer -327.5701640498 -325.9585610000 -327.57149857
S66by10_56_1.1_dimer -327.5692031961 -325.9601870300 -327.57018328
S66by10_56_1.25_dimer -327.5674697667 -325.9603970700 -327.56781551
S66by10_57_0.7_dimer -479.9995185698 -477.6894217500 -480.00165709
S66by10_57_0.8_dimer -480.0338197744 -477.7417372800 -480.03555688
S66by10_57_0.95_dimer -480.0457504122 -477.7682778300 -480.04676200
S66by10_57_0.9_dimer -480.0443885971 -477.7632155400 -480.04555480
S66by10_57_1.05_dimer -480.0453236553 -477.7727013500 -480.04607193
S66by10_57_1.0_dimer -480.0458552156 -477.7711496400 -480.04673200
S66by10_57_1.1_dimer -480.0445084733 -477.7734531600 -480.04512540
S66by10_58_0.7_dimer -495.7225916025 -493.3673904900 -495.72174760
S66by10_58_0.8_dimer -495.7699583414 -493.4264549300 -495.76932230
S66by10_58_1.05_dimer -495.7837932853 -493.4517186000 -495.78372682
S66by10_58_1.0_dimer -495.7843400986 -493.4510820100 -495.78439866
S66by10_59_0.7_dimer -153.5578156172 -152.8576424400 -153.55658573
S66by10_59_0.8_dimer -153.5663969338 -152.8681347500 -153.56566972
S66by10_59_0.95_dimer -153.5695824281 -152.8728692200 -153.56927857
S66by10_59_0.9_dimer -153.5691957561 -152.8720982300 -153.56882247
S66by10_59_2.0_dimer -153.5657605394 -152.8699293100 -153.56496704
S66by10_5_0.7_dimer -231.1606145900 -230.1057493400 -231.15935496
S66by10_5_0.8_dimer -231.1727896780 -230.1208260500 -231.17202238
S66by10_5_0.95_dimer -231.1773283455 -230.1283350800 -231.17712028
S66by10_5_0.9_dimer -231.1768089261 -230.1270014500 -231.17643507
S66by10_5_1.05_dimer -231.1769699932 -230.1292046000 -231.17703749
S66by10_5_1.5_dimer -231.1719402059 -230.1262887000 -231.17222161
S66by10_5_2.0_dimer -231.1695427865 -230.1242802300 -231.16989752
S66by10_60_0.7_dimer -306.0147725478 -304.6507475400 -306.01355345
S66by10_60_0.8_dimer -306.0293750365 -304.6705842400 -306.02837999
S66by10_60_0.95_dimer -306.0347178470 -304.6803924500 -306.03370987
S66by10_60_0.9_dimer -306.0341232357 -304.6785970400 -306.03310351
S66by10_60_1.05_dimer -306.0343372651 -304.6817519300 -306.03335039
S66by10_60_1.5_dimer -306.0294709337 -304.6793264700 -306.02851051
S66by10_60_2.0_dimer -306.0275093264 -304.6776384500 -306.02673876
S66by10_61_0.7_dimer -426.2269244949 -424.1776705100 -426.22550113
S66by10_61_0.8_dimer -426.2348897056 -424.1920541800 -426.23397804
S66by10_61_0.95_dimer -426.2374714740 -424.2004667800 -426.23673267
S66by10_61_0.9_dimer -426.2372659715 -424.1986846500 -426.23647775
S66by10_61_1.05_dimer -426.2370838907 -424.2024058700 -426.23642049
S66by10_61_1.0_dimer -426.2373707274 -424.2016421300 -426.23666000
S66by10_61_1.25_dimer -426.2354561480 -424.2034171600 -426.23498332
S66by10_62_0.7_dimer -406.3452948764 -404.3288877700 -406.34340007
S66by10_62_0.8_dimer -406.3577747306 -404.3506271300 -406.35668565
S66by10_62_0.95_dimer -406.3619770431 -404.3629960700 -406.36102879
S66by10_62_0.9_dimer -406.3615789178 -404.3604440100 -406.36065223
S66by10_62_1.05_dimer -406.3615184578 -404.3656212900 -406.36057430
S66by10_62_1.0_dimer -406.3618849474 -404.3646112100 -406.36091712
S66by10_62_1.25_dimer -406.3594974463 -404.3668861300 -406.35870919
S66by10_63_0.7_dimer -460.6483520466 -458.5107882100 -460.64738153
S66by10_63_0.8_dimer -460.6763430397 -458.5538643000 -460.67593827
S66by10_63_0.95_dimer -460.6853286500 -458.5749307500 -460.68524820
S66by10_63_0.9_dimer -460.6844270217 -458.5709937900 -460.68430187
S66by10_63_1.0_dimer -460.6852838494 -458.5771726600 -460.68516333
S66by10_64_0.7_dimer -326.6165277262 -325.0562087900 -326.61533217
S66by10_64_0.8_dimer -326.6286980296 -325.0749413300 -326.62825861
S66by10_64_0.95_dimer -326.6327914702 -325.0847058600 -326.63267625
S66by10_64_0.9_dimer -326.6323602535 -325.0828038400 -326.63224012
S66by10_64_1.05_dimer -326.6324478367 -325.0865013600 -326.63235288
S66by10_64_1.1_dimer -326.6320352124 -325.0868457800 -326.63196471
S66by10_65_0.7_dimer -325.0808820548 -323.5371961600 -325.08155626
S66by10_65_0.8_dimer -325.0907109034 -323.5499010600 -325.09102395
S66by10_65_0.95_dimer -325.0945062826 -323.5562604300 -325.09467056
S66by10_65_0.9_dimer -325.0940526408 -323.5551284900 -325.09424525
S66by10_65_1.05_dimer -325.0942778754 -323.5569907300 -325.09427327
S66by10_65_2.0_dimer -325.0888159366 -323.5530804100 -325.08808948
S66by10_66_0.7_dimer -343.5946282364 -341.9238813300 -343.59585874
S66by10_66_0.8_dimer -343.6057185529 -341.9428745200 -343.60691612
S66by10_66_0.95_dimer -343.6096557903 -341.9537942500 -343.61043390
S66by10_66_0.9_dimer -343.6092618989 -341.9515495200 -343.61018607
S66by10_66_1.05_dimer -343.6092107979 -341.9560662800 -343.60977622
S66by10_66_1.0_dimer -343.6095722889 -341.9552085600 -343.61022302
S66by10_66_1.1_dimer -343.6087031477 -341.9565510900 -343.60922779
S66by10_6_0.7_dimer -211.2903173028 -210.2711588300 -211.29165245
S66by10_6_0.8_dimer -211.3043835494 -210.2889530100 -211.30544418
S66by10_6_0.95_dimer -211.3097242455 -210.2983132300 -211.31053264
S66by10_6_0.9_dimer -211.3091103671 -210.2965709000 -211.30995903
S66by10_6_1.05_dimer -211.3092608589 -210.2995854400 -211.31002336
S66by10_6_2.0_dimer -211.2993771926 -210.2933780000 -211.29997314
S66by10_7_0.7_dimer -363.7628136951 -362.0858364300 -363.76159283
S66by10_7_0.8_dimer -363.7769404818 -362.1027025500 -363.77600575
S66by10_7_0.95_dimer -363.7824757866 -362.1113826400 -363.78206476
S66by10_7_1.05_dimer -363.7821341546 -362.1124378900 -363.78201121
S66by10_7_2.0_dimer -363.7710643969 -362.1047634600 -363.77142511
S66by10_8_0.7_dimer -191.9426381431 -191.0877322900 -191.94129323
S66by10_9_0.7_dimer -211.2908122357 -210.2755240800 -211.29068523
S66by10_9_0.8_dimer -211.2996165071 -210.2878569500 -211.29982146
S66by10_9_0.9_dimer -211.3022942864 -210.2927515600 -211.30269422
S66by10_9_1.05_dimer -211.3022825685 -210.2946338300 -211.30282442
bh9_01_10P -364.0455196180 -362.3621377940 -364.04643999
bh9_01_10R -363.9941453880 -362.3331764870 -363.99484951
bh9_01_11P -272.8005951330 -271.4415298680 -272.80058879
bh9_01_11R -272.8016650760 -271.4524006600 -272.80276345
bh9_01_13P -290.0447354330 -288.6097710060 -290.04505141
bh9_01_13R -290.0263150120 -288.6149676850 -290.02639352
bh9_01_14P -274.0229789600 -272.6333554350 -274.02358265
bh9_01_14R -273.9925616330 -272.6144090050 -273.99300798
bh9_01_16P -273.9915679320 -272.6052714930 -273.99237752
bh9_01_16R -273.9932309630 -272.6134488080 -273.99458771
bh9_01_18P -349.1637032110 -347.4876154250 -349.16416310
bh9_01_18R -349.1398129900 -347.4720539420 -349.14059978
bh9_01_1P -156.2582186720 -155.4836840970 -156.25873630
bh9_01_1R -156.2584506970 -155.4943719000 -156.25922037
bh9_01_20P -312.0718200620 -310.5087604390 -312.07209567
bh9_01_21P -403.2864829430 -401.3959370870 -403.28728453
bh9_01_22P -671.7455341040 -670.1309360000 -671.74668920
bh9_01_22R -671.7512784020 -670.1437837920 -671.75058043
bh9_01_23P -312.0474956630 -310.4825807130 -312.04773499
bh9_01_23R -312.0494665400 -310.4948296960 -312.05062831
bh9_01_24P -313.2696677490 -311.6706616870 -313.27021140
bh9_01_24R -313.2373504690 -311.6466473540 -313.23851654
bh9_01_25P -313.2704027910 -311.6690892880 -313.27096957
bh9_01_25R -313.2413211740 -311.6555876760 -313.24152684
bh9_01_27P -711.0176182340 -709.1947590390 -711.01871364
bh9_01_27R -710.9960031150 -709.1820445270 -710.99488478
bh9_01_29P -501.6484588090 -499.3123418280 -501.64949814
bh9_01_29R -501.6250918620 -499.2963370480 -501.62562119
bh9_01_2P -194.2660281840 -193.3157413760 -194.26550946
bh9_01_2R -194.3134403660 -193.3747719250 -194.31372571
bh9_01_30P -352.4850407450 -350.6671045580 -352.48553623
bh9_01_30R -352.4936075810 -350.6860994240 -352.49388844
bh9_01_32P -678.7491970990 -676.6837557870 -678.74841468
bh9_01_32R -678.7483079430 -676.6916772500 -678.74869878
bh9_01_35P -467.8616754570 -465.5033046810 -467.86118462
bh9_01_35R -467.8283499320 -465.4814238290 -467.82902112
bh9_01_36P -560.2597236490 -557.5424619620 -560.26098228
bh9_01_36R -560.2361632060 -557.5261275310 -560.23692162
bh9_01_3P -195.5018835360 -194.5248428050 -195.50297255
bh9_01_3R -195.5021336660 -194.5335832270 -195.50320307
bh9_01_46R1 -1105.4613078300 -1103.5386754800 -1105.45982958
bh9_01_46R2 -1124.0536348700 -1120.5229876400 -1124.05416632
bh9_01_4R -249.6126176170 -248.4297081840 -249.61342876
bh9_01_5P -270.6779150410 -269.4338304390 -270.67872954
bh9_01_5R -270.6805736480 -269.4249901260 -270.68194018
bh9_01_6P -433.1556486570 -431.3455297110 -433.15571923
bh9_01_6R -433.1221250030 -431.3145299280 -433.12269259
bh9_01_7P -234.7757705940 -233.5933566800 -234.77663500
bh9_01_7R -234.7455100180 -233.5724346540 -234.74652255
bh9_01_8P -288.8553341050 -287.4632352150 -288.85657397
bh9_01_9P -743.6482030920 -741.8776727590 -743.64839109
bh9_01_9R1 -437.5286197780 -437.1278785390 -437.52786655
bh9_01_9R2 -306.0907938910 -304.7403053630 -306.09103662
bh9_02_100P -636.6429844920 -633.5006005700 -636.64248097
bh9_02_100R -636.6703639930 -633.5323983020 -636.66853615
bh9_02_100TS -636.6171684470 -633.4572024240 -636.61582540
bh9_02_101P -636.6738262790 -633.5430200830 -636.67292925
bh9_02_101TS -636.6078610250 -633.4451814840 -636.60595405
bh9_02_102P -636.6695891580 -633.5316747860 -636.66772464
bh9_02_102R -636.6708873540 -633.5372792420 -636.67090490
bh9_02_102TS -636.6144610230 -633.4564503720 -636.61275997
bh9_02_103R -636.6658983920 -633.5322575040 -636.66501422
bh9_02_103TS -636.6148990050 -633.4551833550 -636.61337274
bh9_02_104P -859.5485773310 -857.1061763130 -859.54835584
bh9_02_104R -859.5026544690 -857.0523339050 -859.50042843
bh9_02_104TS -859.4873381870 -857.0250038740 -859.48635563
bh9_02_105R -859.5550723620 -857.1202085370 -859.55551842
bh9_02_105TS -859.4848196490 -857.0190874390 -859.48390878
bh9_02_106P -803.6499990290 -799.8195451560 -803.65014390
bh9_02_106R1 -493.3259301780 -491.0588849300 -493.32443198
bh9_02_106R2 -310.2917589370 -308.7560924390 -310.29059134
bh9_02_106TS -803.6298788910 -799.7422339570 -803.62898796
bh9_02_107P -803.6624165570 -799.8268883810 -803.66230443
bh9_02_108P -803.6592836420 -799.8329697760 -803.66029530
bh9_02_109P -746.2434789110 -743.2401306830 -746.24402697
bh9_02_109R -746.2292446200 -743.2380971760 -746.23021883
bh9_02_109TS -746.1799712760 -743.1260478510 -746.17931524
bh9_02_10P -776.7188948620 -772.8591440460 -776.71916159
bh9_02_10R -776.6609337870 -772.8335988060 -776.66175479
bh9_02_10TS -776.6516317110 -772.7553339460 -776.65175865
bh9_02_110P -746.2521710050 -743.2595880030 -746.25325334
bh9_02_111P -349.5154236950 -347.7826149050 -349.51615587
bh9_02_111R -349.4920254190 -347.7601643640 -349.49269836
bh9_02_111TS -349.4556644310 -347.6575751390 -349.45600072
bh9_02_112P -939.1483912410 -934.7499749410 -939.14833666
bh9_02_112R1 -628.8250903650 -625.9895014010 -628.82386231
bh9_02_112TS -939.1281189120 -934.6708654650 -939.12774737
bh9_02_113P -939.1593572970 -934.7555812370 -939.15896329
bh9_02_114P -939.1611703680 -934.7618593080 -939.16073610
bh9_02_115TS -939.1280277710 -934.6714131090 -939.12758222
bh9_02_117P -939.1649626770 -934.7711034410 -939.16517288
bh9_02_118P -1117.5090089000 -1112.2217554100 -1117.50861806
bh9_02_118R -1117.4707187100 -1112.2059153100 -1117.47070316
bh9_02_118TS -1117.4609676700 -1112.1277366400 -1117.46149979
bh9_02_119P -1117.5171282200 -1112.2308125200 -1117.51630934
bh9_02_119R -1117.4644806200 -1112.1988193100 -1117.46390972
bh9_02_11P -776.7046611160 -772.8441775150 -776.70462038
bh9_02_11TS -776.6472786620 -772.7456313090 -776.64724980
bh9_02_120P -1117.5103117500 -1112.2209978400 -1117.50986263
bh9_02_120R -1117.4604436300 -1112.1951492500 -1117.46047587
bh9_02_120TS -1117.4609351000 -1112.1258187300 -1117.46190482
bh9_02_121P -1117.5274042200 -1112.2445217600 -1117.52722427
bh9_02_122P -1209.6336338400 -1203.9542789300 -1209.63481273
bh9_02_122R -1209.5983878000 -1203.9405411100 -1209.59810883
bh9_02_122TS -1209.5962631100 -1203.8674361700 -1209.59702010
bh9_02_123P -1209.6402901900 -1203.9651771800 -1209.64039428
bh9_02_124P -661.0698509130 -657.7455473410 -661.07036973
bh9_02_124R -661.0262430100 -657.7154397220 -661.02664509
bh9_02_124TS -661.0162086130 -657.6421694510 -661.01737136
bh9_02_125P -661.0737454350 -657.7437031470 -661.07411954
bh9_02_126TS -1117.4925279000 -1112.1646158400 -1117.49265220
bh9_02_128P -572.9927788530 -570.2847845320 -572.99260917
bh9_02_128R -572.9834291470 -570.2691555390 -572.98448378
bh9_02_128TS -572.9457584630 -570.1849204530 -572.94607929
bh9_02_129P -612.2420253660 -609.3241877600 -612.24199218
bh9_02_129R -612.2365009150 -609.3184689760 -612.23777082
bh9_02_129TS -612.1971113380 -609.2278405190 -612.19742960
bh9_02_12R -776.6625921170 -772.8300238440 -776.66350324
bh9_02_130P -839.8684782740 -835.9984627430 -839.86858356
bh9_02_130R -839.8594160310 -835.9875182080 -839.85962045
bh9_02_130TS -839.8178315330 -835.8987541780 -839.81792265
bh9_02_131P -649.0568620010 -645.9980613090 -649.05617175
bh9_02_131R -649.0438871080 -645.9778212680 -649.04446270
bh9_02_131TS -649.0083545620 -645.8955174350 -649.00827517
bh9_02_132P -688.3063133770 -685.0382380130 -688.30595081
bh9_02_132R -688.2970646310 -685.0270934280 -688.29779952
bh9_02_132TS -688.2607849050 -684.9393145800 -688.26064162
bh9_02_133P -915.9335966830 -911.7139142530 -915.93314988
bh9_02_133R -915.9204056260 -911.6959818730 -915.91972796
bh9_02_133TS -915.8818643710 -911.6104513600 -915.88147471
bh9_02_134P -270.1262280690 -268.8660869160 -270.12728214
bh9_02_134R -270.0967255620 -268.8336273420 -270.09692795
bh9_02_134TS -270.0559778440 -268.7559440640 -270.05641604
bh9_02_135P -646.9182798930 -644.1593422690 -646.91827499
bh9_02_135R -646.8911209960 -644.1311024230 -646.89105206
bh9_02_135TS -646.8601530420 -644.0572008530 -646.86022019
bh9_02_136P -385.4484789690 -383.6399775190 -385.44917258
bh9_02_136R -385.4218165030 -383.6078888810 -385.42178139
bh9_02_136TS -385.3849248950 -383.5350269480 -385.38506441
bh9_02_137P -837.4014674980 -833.8008904610 -837.40202658
bh9_02_137R -837.3738203350 -833.7775069390 -837.37391937
bh9_02_137TS -837.3493676720 -833.7004134000 -837.34980155
bh9_02_138P -805.7080609010 -802.0057493700 -805.70835895
bh9_02_138R -805.7177623180 -802.0121979920 -805.71905727
bh9_02_138TS -805.6741427140 -801.9399954320 -805.67471565
bh9_02_139P -645.7445081530 -642.9618391390 -645.74668231
bh9_02_139R -645.7161176240 -642.9355798000 -645.71779028
bh9_02_139TS -645.6740761510 -642.8504408790 -645.67591667
bh9_02_13P -1057.9439356300 -1052.9060961900 -1057.94299141
bh9_02_13R -1057.8787071600 -1052.8627617700 -1057.87862503
bh9_02_13TS -1057.8599574800 -1052.7814801800 -1057.86059954
bh9_02_140P -480.9745008270 -478.6360882850 -480.97520411
bh9_02_140R -480.8216121070 -478.5049313970 -480.82307843
bh9_02_140TS -480.7513263350 -478.3647862760 -480.75129318
bh9_02_14P -1057.9432502300 -1052.9065752000 -1057.94216323
bh9_02_14TS -1057.8604435900 -1052.7824059000 -1057.86084835
bh9_02_15P -1000.0678714500 -995.4355715320 -1000.06842789
bh9_02_15R -1000.0029786900 -995.3992137360 -1000.00402978
bh9_02_15TS -999.9842924630 -995.3097484790 -999.98527112
bh9_02_16P -1000.0595249700 -995.4226528760 -1000.05947774
bh9_02_16R -1000.0057002300 -995.3873215920 -1000.00589195
bh9_02_16TS -999.9871868300 -995.3133319280 -999.98792884
bh9_02_17P -923.7032226890 -919.3893980820 -923.70324976
bh9_02_17R -923.6259414990 -919.3249524250 -923.62668426
bh9_02_17TS -923.6204460870 -919.2677197100 -923.62104161
bh9_02_18P -923.7189354790 -919.4076967780 -923.71963942
bh9_02_18R -923.6322550990 -919.3295420780 -923.63228752
bh9_02_18TS -923.6188994080 -919.2658716210 -923.61961913
bh9_02_19P -1099.8070779700 -1094.4766139800 -1099.80698227
bh9_02_19R -1099.7410509600 -1094.4262750500 -1099.74040847
bh9_02_19TS -1099.7278108800 -1094.3488490200 -1099.72727640
bh9_02_1P -958.1862664390 -953.8056398920 -958.18508772
bh9_02_1R1 -348.5978344890 -346.9166353100 -348.59774934
bh9_02_1R2 -609.5238966040 -606.8496358300 -609.52305955
bh9_02_1TS -958.1338416570 -953.7020033070 -958.13312627
bh9_02_20P -1099.8041008700 -1094.4755105300 -1099.80354982
bh9_02_20R -1099.7365668400 -1094.4213218100 -1099.73666715
bh9_02_20TS -1099.7287174800 -1094.3506989000 -1099.72843442
bh9_02_21P -539.1019166620 -536.5798537500 -539.10203131
bh9_02_21R -539.0180976220 -536.4978421360 -539.01862245
bh9_02_21TS -539.0152420720 -536.4515843670 -539.01506388
bh9_02_22P -576.6272514960 -573.8033018000 -576.62617166
bh9_02_22R -576.5316383110 -573.7002294270 -576.53149568
bh9_02_22TS -576.5318795280 -573.6647008300 -576.53202635
bh9_02_23P -770.0625988500 -766.4529286540 -770.06244638
bh9_02_23R -770.0052820120 -766.4114775260 -770.00526120
bh9_02_23TS -769.9849737060 -766.3354911510 -769.98431495
bh9_02_24P -463.9386848160 -461.7067892110 -463.93901770
bh9_02_24R -463.8598613730 -461.6422004670 -463.86087482
bh9_02_24TS -463.8349154920 -461.5597747180 -463.83513334
bh9_02_25P -501.9878314420 -499.5784108490 -501.98755560
bh9_02_25R -501.9321436470 -499.5432789140 -501.93229994
bh9_02_25TS -501.9149551990 -499.4654352310 -501.91545200
bh9_02_26P -541.2577869590 -538.6393037120 -541.25787765
bh9_02_26R -541.2188468220 -538.6252671580 -541.21943286
bh9_02_26TS -541.1954313660 -538.5383892620 -541.19614905
bh9_02_27P -580.5051094890 -577.6797675400 -580.50531930
bh9_02_27R -580.4650371130 -577.6645145130 -580.46562521
bh9_02_27TS -580.4390757010 -577.5741860980 -580.44000183
bh9_02_28P -993.3410920760 -988.7217682580 -993.34091490
bh9_02_28R -993.3169155120 -988.6994376740 -993.31773377
bh9_02_28TS -993.2962940110 -988.6370124640 -993.29665469
bh9_02_29P -687.1922055160 -683.8444891300 -687.19104512
bh9_02_29R1 -312.6939245690 -311.0860357410 -312.69400595
bh9_02_29R2 -374.4451010330 -372.7312270000 -374.44448967
bh9_02_29TS -687.1551573680 -683.7669325820 -687.15460620
bh9_02_2P -958.1848016480 -953.8039711960 -958.18370869
bh9_02_2TS -958.1332686810 -953.6999080140 -958.13255295
bh9_02_30P -685.9801474060 -682.6555751530 -685.98109610
bh9_02_30R1 -311.4592677440 -309.8862760170 -311.46015731
bh9_02_30TS -685.9085945140 -682.5579227300 -685.90951720
bh9_02_31P -990.3261592860 -985.5955403780 -990.32785555
bh9_02_31R1 -615.8428356990 -612.8793671120 -615.84410611
bh9_02_31TS -990.2832555730 -985.5357994620 -990.28500081
bh9_02_32P -530.1886964420 -527.6626328830 -530.18784109
bh9_02_32R2 -155.6660212480 -154.8848062180 -155.66623287
bh9_02_32TS -530.1179994680 -527.5595813100 -530.11844829
bh9_02_33P -613.8572053550 -610.9115608590 -613.85827383
bh9_02_33R -613.7936032570 -610.8439134620 -613.79311846
bh9_02_33TS -613.7892654200 -610.7959823320 -613.79021143
bh9_02_34P -1001.2556778200 -997.7144126440 -1001.25538231
bh9_02_34R -1001.2303891700 -997.7102195210 -1001.23040471
bh9_02_34TS -1001.2077273100 -997.6603353570 -1001.20723595
bh9_02_35P -1001.2573088300 -997.7178996230 -1001.25779651
bh9_02_35TS -1001.2100720600 -997.6653391960 -1001.20962986
bh9_02_36P -1004.5816160900 -1000.9163573400 -1004.58184513
bh9_02_36R -1004.5469675500 -1000.8995914400 -1004.54711930
bh9_02_36TS -1004.5273623100 -1000.8586743000 -1004.52722603
bh9_02_37P -1004.5804500800 -1000.9119974800 -1004.57977325
bh9_02_37TS -1004.5247643800 -1000.8542916600 -1004.52449937
