Name E(HF/CBS) E(HF/aDZ) E(HF/aDZ-ACP_HF)
S66by10_54_0.95_dimer -306.8653131180 -306.7707746600 -306.8654333104
S66by10_54_0.9_dimer -306.8633491630 -306.7688810800 -306.8633564060
S66by10_54_1.05_dimer -306.8670126920 -306.7723008000 -306.8672665828
S66by10_54_1.0_dimer -306.8664267020 -306.7718087600 -306.8666311510
S66by10_55_0.7_dimer -345.8559985140 -345.7488111800 -345.8561997971
S66by10_55_0.8_dimer -345.8826162800 -345.7748926400 -345.8825275474
S66by10_55_0.95_dimer -345.8974500670 -345.7892039100 -345.8974670036
S66by10_55_0.9_dimer -345.8944378860 -345.7863372800 -345.8943879051
S66by10_55_1.05_dimer -345.9004539920 -345.7919290300 -345.9005585712
S66by10_55_1.0_dimer -345.8993241180 -345.7909384200 -345.8993936979
S66by10_55_1.1_dimer -345.9010975460 -345.7924354900 -345.9012170543
S66by10_55_1.25_dimer -345.9015729650 -345.7925454800 -345.9016433388
S66by10_56_0.7_dimer -326.0153039900 -325.9156431200 -326.0153229498
S66by10_56_0.8_dimer -326.0423917690 -325.9423413100 -326.0423617428
S66by10_56_0.95_dimer -326.0572786690 -325.9568084400 -326.0572733848
S66by10_56_0.9_dimer -326.0542569180 -325.9539270900 -326.0542609533
S66by10_56_1.05_dimer -326.0604263670 -325.9596344200 -326.0603249050
S66by10_56_1.0_dimer -326.0591817110 -325.9585610000 -326.0591390904
S66by10_56_1.1_dimer -326.0611564130 -325.9601870300 -326.0609991161
S66by10_56_1.25_dimer -326.0618031310 -325.9603970700 -326.0615171932
S66by10_57_0.7_dimer -477.8361739930 -477.6894217500 -477.8363442976
S66by10_57_0.8_dimer -477.8889081490 -477.7417372800 -477.8889353016
S66by10_57_0.95_dimer -477.9160214450 -477.7682778300 -477.9160072376
S66by10_57_0.9_dimer -477.9107659380 -477.7632155400 -477.9107754229
S66by10_57_1.05_dimer -477.9208446950 -477.7727013500 -477.9207408724
S66by10_57_1.0_dimer -477.9190905860 -477.7711496400 -477.9190372320
S66by10_57_1.1_dimer -477.9218016860 -477.7734531600 -477.9216593220
S66by10_58_0.7_dimer -493.5111069490 -493.3673904900 -493.5108971189
S66by10_58_0.8_dimer -493.5701020800 -493.4264549300 -493.5700137872
S66by10_58_1.05_dimer -493.5955003330 -493.4517186000 -493.5954717841
S66by10_58_1.0_dimer -493.5947879330 -493.4510820100 -493.5947952263
S66by10_59_0.7_dimer -152.9096772870 -152.8576424400 -152.9097626293
S66by10_59_0.8_dimer -152.9201828260 -152.8681347500 -152.9202406113
S66by10_59_0.95_dimer -152.9249870840 -152.8728692200 -152.9251553385
S66by10_59_0.9_dimer -152.9241914120 -152.8720982300 -152.9243280693
S66by10_59_2.0_dimer -152.9225578860 -152.8699293100 -152.9225688522
S66by10_5_0.7_dimer -230.1857612920 -230.1057493400 -230.1852349310
S66by10_5_0.8_dimer -230.2006394150 -230.1208260500 -230.2002747996
S66by10_5_0.95_dimer -230.2080786770 -230.1283350800 -230.2078521713
S66by10_5_0.9_dimer -230.2067400030 -230.1270014500 -230.2064710477
S66by10_5_1.05_dimer -230.2089960030 -230.1292046000 -230.2088756713
S66by10_5_1.5_dimer -230.2063346030 -230.1262887000 -230.2064849522
S66by10_5_2.0_dimer -230.2044202660 -230.1242802300 -230.2046383920
S66by10_60_0.7_dimer -304.7513581330 -304.6507475400 -304.7520314096
S66by10_60_0.8_dimer -304.7714745240 -304.6705842400 -304.7715254449
S66by10_60_0.95_dimer -304.7815969990 -304.6803924500 -304.7811371784
S66by10_60_0.9_dimer -304.7797510310 -304.6785970400 -304.7793635182
S66by10_60_1.05_dimer -304.7829735360 -304.6817519300 -304.7825199274
S66by10_60_1.5_dimer -304.7806746590 -304.6793264700 -304.7805098269
S66by10_60_2.0_dimer -304.7790716950 -304.6776384500 -304.7789323514
S66by10_61_0.7_dimer -424.3157922510 -424.1776705100 -424.3155166016
S66by10_61_0.8_dimer -424.3305361050 -424.1920541800 -424.3303269781
S66by10_61_0.95_dimer -424.3394610900 -424.2004667800 -424.3393561713
S66by10_61_0.9_dimer -424.3375211820 -424.1986846500 -424.3373692492
S66by10_61_1.05_dimer -424.3416680800 -424.2024058700 -424.3417115667
S66by10_61_1.0_dimer -424.3407776300 -424.2016421300 -424.3407411281
S66by10_61_1.25_dimer -424.3430893160 -424.2034171600 -424.3434166417
S66by10_62_0.7_dimer -404.4598081480 -404.3288877700 -404.4595710556
S66by10_62_0.8_dimer -404.4818722400 -404.3506271300 -404.4817243959
S66by10_62_0.95_dimer -404.4947548880 -404.3629960700 -404.4946040069
S66by10_62_0.9_dimer -404.4920394760 -404.3604440100 -404.4918742988
S66by10_62_1.05_dimer -404.4976437570 -404.3656212900 -404.4975877397
S66by10_62_1.0_dimer -404.4965129600 -404.3646112100 -404.4964003465
S66by10_62_1.25_dimer -404.4992390110 -404.3668861300 -404.4995122840
S66by10_63_0.7_dimer -458.6520109050 -458.5107882100 -458.6519529774
S66by10_63_0.8_dimer -458.6955466220 -458.5538643000 -458.6955813748
S66by10_63_0.95_dimer -458.7173118750 -458.5749307500 -458.7174906304
S66by10_63_0.9_dimer -458.7131368960 -458.5709937900 -458.7132708366
S66by10_63_1.0_dimer -458.7197966910 -458.5771726600 -458.7200004291
S66by10_64_0.7_dimer -325.1624363800 -325.0562087900 -325.1622164564
S66by10_64_0.8_dimer -325.1812951590 -325.0749413300 -325.1812084770
S66by10_64_0.95_dimer -325.1913201240 -325.0847058600 -325.1912885317
S66by10_64_0.9_dimer -325.1893302640 -325.0828038400 -325.1892771787
S66by10_64_1.05_dimer -325.1932808960 -325.0865013600 -325.1932946447
S66by10_64_1.1_dimer -325.1936969150 -325.0868457800 -325.1937421330
S66by10_65_0.7_dimer -323.6353120950 -323.5371961600 -323.6352577273
S66by10_65_0.8_dimer -323.6480307810 -323.5499010600 -323.6479518022
S66by10_65_0.95_dimer -323.6544609810 -323.5562604300 -323.6543987189
S66by10_65_0.9_dimer -323.6533018580 -323.5551284900 -323.6532268911
S66by10_65_1.05_dimer -323.6552708040 -323.5569907300 -323.6552172375
S66by10_65_2.0_dimer -323.6518934290 -323.5530804100 -323.6516469474
S66by10_66_0.7_dimer -342.0270906460 -341.9238813300 -342.0267844689
S66by10_66_0.8_dimer -342.0462388460 -341.9428745200 -342.0460104044
S66by10_66_0.95_dimer -342.0574641760 -341.9537942500 -342.0573540874
S66by10_66_0.9_dimer -342.0551125540 -341.9515495200 -342.0549609692
S66by10_66_1.05_dimer -342.0599333280 -341.9560662800 -342.0598935732
S66by10_66_1.0_dimer -342.0589812010 -341.9552085600 -342.0589063537
S66by10_66_1.1_dimer -342.0605032390 -341.9565510900 -342.0604947826
S66by10_6_0.7_dimer -210.3426573220 -210.2711588300 -210.3422290454
S66by10_6_0.8_dimer -210.3605497560 -210.2889530100 -210.3605388758
S66by10_6_0.95_dimer -210.3699811990 -210.2983132300 -210.3701566522
S66by10_6_0.9_dimer -210.3682047780 -210.2965709000 -210.3683502750
S66by10_6_1.05_dimer -210.3713420670 -210.2995854400 -210.3716023501
S66by10_6_2.0_dimer -210.3657190060 -210.2933780000 -210.3660525594
S66by10_7_0.7_dimer -362.2058167150 -362.0858364300 -362.2056746169
S66by10_7_0.8_dimer -362.2225733340 -362.1027025500 -362.2223534410
S66by10_7_0.95_dimer -362.2311584710 -362.1113826400 -362.2309164109
S66by10_7_1.05_dimer -362.2322368390 -362.1124378900 -362.2320292846
S66by10_7_2.0_dimer -362.2250591090 -362.1047634600 -362.2251882591
S66by10_8_0.7_dimer -191.1538528810 -191.0877322900 -191.1535015979
S66by10_9_0.7_dimer -210.3472625780 -210.2755240800 -210.3469267745
S66by10_9_0.8_dimer -210.3595951390 -210.2878569500 -210.3594010237
S66by10_9_0.9_dimer -210.3646018680 -210.2927515600 -210.3645533575
S66by10_9_1.05_dimer -210.3666639290 -210.2946338300 -210.3667868599
bh9_01_10P -362.4734690030 -362.3621377940 -362.4731416857
bh9_01_10R -362.4447746470 -362.3331764870 -362.4450196076
bh9_01_11P -271.5234965700 -271.4415298680 -271.5232093637
bh9_01_11R -271.5342316490 -271.4524006600 -271.5340001816
bh9_01_13P -288.6975481930 -288.6097710060 -288.6976189569
bh9_01_13R -288.7046300980 -288.6149676850 -288.7042362009
bh9_01_14P -272.7164067980 -272.6333554350 -272.7163918382
bh9_01_14R -272.7009258310 -272.6144090050 -272.7006323352
bh9_01_16P -272.6895002050 -272.6052714930 -272.6895947595
bh9_01_16R -272.6998193860 -272.6134488080 -272.6996709429
bh9_01_18P -347.5953723690 -347.4876154250 -347.5951869706
bh9_01_18R -347.5840411220 -347.4720539420 -347.5839578873
bh9_01_1P -155.5338359510 -155.4836840970 -155.5335341882
bh9_01_1R -155.5444769400 -155.4943719000 -155.5442697317
bh9_01_20P -310.6000140480 -310.5087604390 -310.5998783575
bh9_01_21P -401.5189107910 -401.3959370870 -401.5189223398
bh9_01_22P -670.2344656660 -670.1309360000 -670.2342126852
bh9_01_22R -670.2515038050 -670.1437837920 -670.2512374543
bh9_01_23P -310.5762622410 -310.4825807130 -310.5759588106
bh9_01_23R -310.5887205340 -310.4948296960 -310.5885344903
bh9_01_24P -311.7655294290 -311.6706616870 -311.7651695558
bh9_01_24R -311.7441313430 -311.6466473540 -311.7439418546
bh9_01_25P -311.7636539760 -311.6690892880 -311.7635442028
bh9_01_25R -311.7540958310 -311.6555876760 -311.7537728101
bh9_01_27P -709.3089458510 -709.1947590390 -709.3085144404
bh9_01_27R -709.3017539880 -709.1820445270 -709.3012093895
bh9_01_29P -499.4669170370 -499.3123418280 -499.4668997621
bh9_01_29R -499.4535814060 -499.2963370480 -499.4536701898
bh9_01_2P -193.3744404040 -193.3157413760 -193.3741145282
bh9_01_2R -193.4336866020 -193.3747719250 -193.4330992391
bh9_01_30P -350.7761982250 -350.6671045580 -350.7763571090
bh9_01_30R -350.7954619880 -350.6860994240 -350.7955530798
bh9_01_32P -676.8413621480 -676.6837557870 -676.8413709317
bh9_01_32R -676.8492883180 -676.6916772500 -676.8495783462
bh9_01_35P -465.6375164930 -465.5033046810 -465.6372538064
bh9_01_35R -465.6190304200 -465.4814238290 -465.6186476596
bh9_01_36P -557.7126006550 -557.5424619620 -557.7125461878
bh9_01_36R -557.6989837010 -557.5261275310 -557.6992123752
bh9_01_3P -194.5848312950 -194.5248428050 -194.5847901328
bh9_01_3R -194.5957204570 -194.5335832270 -194.5954868653
bh9_01_46R1 -1103.6745458100 -1103.5386754800 -1103.6745651004
bh9_01_46R2 -1120.8146806700 -1120.5229876400 -1120.8156048499
bh9_01_4R -248.5055586240 -248.4297081840 -248.5056289763
bh9_01_5P -269.5158405260 -269.4338304390 -269.5163577712
bh9_01_5R -269.5098060500 -269.4249901260 -269.5097902506
bh9_01_6P -431.4858410230 -431.3455297110 -431.4853625007
bh9_01_6R -431.4602867880 -431.3145299280 -431.4604990126
bh9_01_7P -233.6645751450 -233.5933566800 -233.6644537600
bh9_01_7R -233.6465624750 -233.5724346540 -233.6463244919
bh9_01_8P -287.5488815570 -287.4632352150 -287.5484679307
bh9_01_9P -742.0073730140 -741.8776727590 -742.0072843971
bh9_01_9R1 -437.1609639480 -437.1278785390 -437.1603182837
bh9_01_9R2 -304.8377578850 -304.7403053630 -304.8380942655
bh9_02_100P -633.6874709690 -633.5006005700 -633.6874350727
bh9_02_100R -633.7179889930 -633.5323983020 -633.7180251999
bh9_02_100TS -633.6433154030 -633.4572024240 -633.6429615114
bh9_02_101P -633.7308304150 -633.5430200830 -633.7309300645
bh9_02_101TS -633.6305781920 -633.4451814840 -633.6300854357
bh9_02_102P -633.7172519320 -633.5316747860 -633.7173211236
bh9_02_102R -633.7244396200 -633.5372792420 -633.7246605695
bh9_02_102TS -633.6424706440 -633.4564503720 -633.6422239544
bh9_02_103R -633.7198749160 -633.5322575040 -633.7196432985
bh9_02_103TS -633.6409067640 -633.4551833550 -633.6407657029
bh9_02_104P -857.3131192180 -857.1061763130 -857.3135509884
bh9_02_104R -857.2602991490 -857.0523339050 -857.2592691271
bh9_02_104TS -857.2318801580 -857.0250038740 -857.2316140443
bh9_02_105R -857.3294589220 -857.1202085370 -857.3297801983
bh9_02_105TS -857.2259792440 -857.0190874390 -857.2258632869
bh9_02_106P -800.0460065410 -799.8195451560 -800.0459021742
bh9_02_106R1 -491.2011589720 -491.0588849300 -491.2003445511
bh9_02_106R2 -308.8502210000 -308.7560924390 -308.8498703796
bh9_02_106TS -799.9703361190 -799.7422339570 -799.9704928924
bh9_02_107P -800.0528024290 -799.8268883810 -800.0526422318
bh9_02_108P -800.0596048510 -799.8329697760 -800.0601835466
bh9_02_109P -743.4896604170 -743.2401306830 -743.4902018412
bh9_02_109R -743.4819009560 -743.2380971760 -743.4825945369
bh9_02_109TS -743.3674807040 -743.1260478510 -743.3675951431
bh9_02_10P -773.0881470970 -772.8591440460 -773.0883852067
bh9_02_10R -773.0710673110 -772.8335988060 -773.0713917430
bh9_02_10TS -772.9871257600 -772.7553339460 -772.9873539526
bh9_02_110P -743.5029156530 -743.2595880030 -743.5031869857
bh9_02_111P -347.8872698210 -347.7826149050 -347.8873905337
bh9_02_111R -347.8653517420 -347.7601643640 -347.8659318219
bh9_02_111TS -347.7596777310 -347.6575751390 -347.7603570489
bh9_02_112P -935.0232005610 -934.7499749410 -935.0232905191
bh9_02_112R1 -626.1783300710 -625.9895014010 -626.1778307703
bh9_02_112TS -934.9454713440 -934.6708654650 -934.9458730263
bh9_02_113P -935.0283205640 -934.7555812370 -935.0283157195
bh9_02_114P -935.0348792040 -934.7618593080 -935.0351385809
bh9_02_115TS -934.9458967660 -934.6714131090 -934.9464079001
bh9_02_117P -935.0439677430 -934.7711034410 -935.0444618613
bh9_02_118P -1112.5505629200 -1112.2217554100 -1112.5503818111
bh9_02_118R -1112.5416830700 -1112.2059153100 -1112.5413744477
bh9_02_118TS -1112.4593002100 -1112.1277366400 -1112.4594870021
bh9_02_119P -1112.5594765300 -1112.2308125200 -1112.5591800889
bh9_02_119R -1112.5343958400 -1112.1988193100 -1112.5340521398
bh9_02_11P -773.0731362240 -772.8441775150 -773.0733055823
bh9_02_11TS -772.9768993880 -772.7456313090 -772.9775464592
bh9_02_120P -1112.5498799100 -1112.2209978400 -1112.5495736303
bh9_02_120R -1112.5307117500 -1112.1951492500 -1112.5304377388
bh9_02_120TS -1112.4573229400 -1112.1258187300 -1112.4575003302
bh9_02_121P -1112.5733930400 -1112.2445217600 -1112.5733060723
bh9_02_122P -1204.3047205100 -1203.9542789300 -1204.3048847084
bh9_02_122R -1204.2981531900 -1203.9405411100 -1204.2985221030
bh9_02_122TS -1204.2214557400 -1203.8674361700 -1204.2219306474
bh9_02_123P -1204.3164862000 -1203.9651771800 -1204.3164921972
bh9_02_124P -657.9364698390 -657.7455473410 -657.9366381561
bh9_02_124R -657.9123347670 -657.7154397220 -657.9124835283
bh9_02_124TS -657.8352808290 -657.6421694510 -657.8357765957
bh9_02_125P -657.9342029050 -657.7437031470 -657.9343528492
bh9_02_126TS -1112.4931122900 -1112.1646158400 -1112.4930224915
bh9_02_128P -570.4510318190 -570.2847845320 -570.4513608458
bh9_02_128R -570.4359158670 -570.2691555390 -570.4363499526
bh9_02_128TS -570.3502595040 -570.1849204530 -570.3506728316
bh9_02_129P -609.5022945570 -609.3241877600 -609.5026723877
bh9_02_129R -609.4975532140 -609.3184689760 -609.4981917048
bh9_02_129TS -609.4055541830 -609.2278405190 -609.4060957612
bh9_02_12R -773.0666857820 -772.8300238440 -773.0669915688
bh9_02_130P -836.2473303120 -835.9984627430 -836.2477660190
bh9_02_130R -836.2377076620 -835.9875182080 -836.2381637930
bh9_02_130TS -836.1476632010 -835.8987541780 -836.1481408326
bh9_02_131P -646.1828513470 -645.9980613090 -646.1828085881
bh9_02_131R -646.1632718900 -645.9778212680 -646.1631949734
bh9_02_131TS -646.0794559330 -645.8955174350 -646.0794361044
bh9_02_132P -685.2349069340 -685.0382380130 -685.2348650237
bh9_02_132R -685.2248508300 -685.0270934280 -685.2249679946
bh9_02_132TS -685.1355441300 -684.9393145800 -685.1356057092
bh9_02_133P -911.9813506080 -911.7139142530 -911.9811272994
bh9_02_133R -911.9647719470 -911.6959818730 -911.9645656399
bh9_02_133TS -911.8777885880 -911.6104513600 -911.8777780008
bh9_02_134P -268.9511367650 -268.8660869160 -268.9514190352
bh9_02_134R -268.9214801930 -268.8336273420 -268.9216100164
bh9_02_134TS -268.8404695730 -268.7559440640 -268.8402532872
bh9_02_135P -644.3597395990 -644.1593422690 -644.3599687674
bh9_02_135R -644.3346855200 -644.1311024230 -644.3350809507
bh9_02_135TS -644.2567181900 -644.0572008530 -644.2566067052
bh9_02_136P -383.7559252140 -383.6399775190 -383.7559072531
bh9_02_136R -383.7263482450 -383.6078888810 -383.7261786115
bh9_02_136TS -383.6505326620 -383.5350269480 -383.6502938966
bh9_02_137P -834.0541641710 -833.8008904610 -834.0544657510
bh9_02_137R -834.0334853280 -833.7775069390 -834.0337271221
bh9_02_137TS -833.9524620850 -833.7004134000 -833.9526852443
bh9_02_138P -802.2469929730 -802.0057493700 -802.2466504884
bh9_02_138R -802.2564156150 -802.0121979920 -802.2565744673
bh9_02_138TS -802.1813225940 -801.9399954320 -802.1807577537
bh9_02_139P -643.1561070310 -642.9618391390 -643.1569581362
bh9_02_139R -643.1329672550 -642.9355798000 -643.1339153136
bh9_02_139TS -643.0442444520 -642.8504408790 -643.0445924569
bh9_02_13P -1053.2149039600 -1052.9060961900 -1053.2138544792
bh9_02_13R -1053.1784819400 -1052.8627617700 -1053.1775050597
bh9_02_13TS -1053.0926036100 -1052.7814801800 -1053.0921852676
bh9_02_140P -478.7731910190 -478.6360882850 -478.7733776322
bh9_02_140R -478.6519526600 -478.5049313970 -478.6526198200
bh9_02_140TS -478.5072768900 -478.3647862760 -478.5078592302
bh9_02_14P -1053.2155453100 -1052.9065752000 -1053.2145071890
bh9_02_14TS -1053.0935560000 -1052.7824059000 -1053.0931981937
bh9_02_15P -995.7391145780 -995.4355715320 -995.7392742033
bh9_02_15R -995.7109695800 -995.3992137360 -995.7113203514
bh9_02_15TS -995.6157241180 -995.3097484790 -995.6154930626
bh9_02_16P -995.7259996410 -995.4226528760 -995.7259083511
bh9_02_16R -995.6970544920 -995.3873215920 -995.6972660627
bh9_02_16TS -995.6195183610 -995.3133319280 -995.6194589702
bh9_02_17P -919.6665756080 -919.3893980820 -919.6665999709
bh9_02_17R -919.6083516520 -919.3249524250 -919.6084703049
bh9_02_17TS -919.5475690120 -919.2677197100 -919.5474105330
bh9_02_18P -919.6846661650 -919.4076967780 -919.6845742817
bh9_02_18R -919.6127940560 -919.3295420780 -919.6127781614
bh9_02_18TS -919.5458104500 -919.2658716210 -919.5459630936
bh9_02_19P -1094.7982070700 -1094.4766139800 -1094.7977754154
bh9_02_19R -1094.7541700500 -1094.4262750500 -1094.7536725632
bh9_02_19TS -1094.6721673300 -1094.3488490200 -1094.6718934467
bh9_02_1P -954.0871656220 -953.8056398920 -954.0873283820
bh9_02_1R1 -347.0293002410 -346.9166353100 -347.0291216246
bh9_02_1R2 -607.0293496360 -606.8496358300 -607.0291164928
bh9_02_1TS -953.9863472010 -953.7020033070 -953.9863303289
bh9_02_20P -1094.7974788600 -1094.4755105300 -1094.7970275460
bh9_02_20R -1094.7487949400 -1094.4213218100 -1094.7489914443
bh9_02_20TS -1094.6741798000 -1094.3506989000 -1094.6738892232
bh9_02_21P -536.7394883980 -536.5798537500 -536.7396830073
bh9_02_21R -536.6628363650 -536.4978421360 -536.6626537268
bh9_02_21TS -536.6136677960 -536.4515843670 -536.6133933611
bh9_02_22P -573.9716405240 -573.8033018000 -573.9716010777
bh9_02_22R -573.8736982020 -573.7002294270 -573.8742632350
bh9_02_22TS -573.8358335770 -573.6647008300 -573.8361146562
bh9_02_23P -766.6814865290 -766.4529286540 -766.6816201136
bh9_02_23R -766.6464994620 -766.4114775260 -766.6464600155
bh9_02_23TS -766.5665081440 -766.3354911510 -766.5664960247
bh9_02_24P -461.8457140760 -461.7067892110 -461.8459294491
bh9_02_24R -461.7886386210 -461.6422004670 -461.7888122861
bh9_02_24TS -461.7021258810 -461.5597747180 -461.7026267630
bh9_02_25P -499.7233370580 -499.5784108490 -499.7232610443
bh9_02_25R -499.6947700840 -499.5432789140 -499.6944081633
bh9_02_25TS -499.6125227270 -499.4654352310 -499.6124390838
bh9_02_26P -538.7950460430 -538.6393037120 -538.7951474339
bh9_02_26R -538.7878040170 -538.6252671580 -538.7876760609
bh9_02_26TS -538.6962742370 -538.5383892620 -538.6961304077
bh9_02_27P -577.8467616490 -577.6797675400 -577.8467761675
bh9_02_27R -577.8383166340 -577.6645145130 -577.8384105574
bh9_02_27TS -577.7432845130 -577.5741860980 -577.7433664634
bh9_02_28P -989.0097954170 -988.7217682580 -989.0097635396
bh9_02_28R -988.9933491870 -988.6994376740 -988.9949230439
bh9_02_28TS -988.9275436970 -988.6370124640 -988.9278748469
bh9_02_29P -684.0360414470 -683.8444891300 -684.0360912385
bh9_02_29R1 -311.1806625010 -311.0860357410 -311.1807935913
bh9_02_29R2 -372.8372990130 -372.7312270000 -372.8374328194
bh9_02_29TS -683.9609259740 -683.7669325820 -683.9605885768
bh9_02_2P -954.0853898690 -953.8039711960 -954.0856875104
